    ' this is the lookup table for bridging analysis. Comments start with '
    ' The six data file name must be:
    ' CENLENG.DAT   --- Center cracked,      buckle length
    ' SENLENG.DAT   --- single edge cracked, buckle length
    ' HOLELENG.DAT  --- hole,                buckle length
    ' CENSTRE.DAT   --- Center cracked,      ligament stress
    ' SENSTRE.DAT   --- edge cracked,        ligament stress*w/b
    ' HOLESTRE.DAT  --- Center cracked,      ligament stress
    '
    ' format for each data:
    ' 1. grid count start from the lower left corner
    ' increase by one for next left grid until reach the leftmost side
    ' then continue onto next row above
    ' 2. four local points inside the grid start from the lower left
    ' corner of the grid, then count anti-clockwise
    '         ---------------------------
    '         | L4      L3 | L4      L3 |
    '         |            |            |
    '         |   grid3    |   grid4    |
-2.00000E+00   2.00000E+00   9.75200E-01  -7.02328E-02  -2.29688E-04  -4.59026E-04  
' igrid= 27
-1.00000E+00   1.00000E+00   8.47700E-01  -2.38272E-01  -2.68245E-02  -5.69709E-02  
 0.00000E+00   1.00000E+00   5.18700E-01  -2.96492E-01  -1.16449E-01  -1.01192E-01  
 0.00000E+00   2.00000E+00   4.80500E-01  -3.43734E-01  -1.29575E-02  -2.19959E-02  
-1.00000E+00   2.00000E+00   8.40700E-01  -2.55867E-01  -1.79606E-03  -5.46082E-03  
' igrid= 28
 0.00000E+00   1.00000E+00   5.18700E-01  -2.96492E-01  -1.16449E-01  -1.01192E-01  
 1.00000E+00   1.00000E+00   2.89400E-01  -1.42196E-01  -2.17352E-01  -7.26600E-02  
 1.00000E+00   2.00000E+00   1.92300E-01  -1.92811E-01  -4.47219E-02  -3.27777E-02  
 0.00000E+00   2.00000E+00   4.80500E-01  -3.43734E-01  -1.29575E-02  -2.19959E-02  
' igrid= 29
 1.00000E+00   1.00000E+00   2.89400E-01  -1.42196E-01  -2.17352E-01  -7.26600E-02  
 2.00000E+00   1.00000E+00   2.29460E-01  -2.85065E-02  -2.57938E-01  -2.33811E-02  
 2.00000E+00   2.00000E+00   9.51228E-02  -5.17954E-02  -7.47103E-02  -2.02563E-02  
 1.00000E+00   2.00000E+00   1.92300E-01  -1.92811E-01  -4.47219E-02  -3.27777E-02  
' igrid= 30
 2.00000E+00   1.00000E+00   2.29460E-01  -2.85065E-02  -2.57938E-01  -2.33811E-02  
 3.00000E+00   1.00000E+00   2.17507E-01  -4.88281E-03  -2.68926E-01  -5.52591E-03  
 3.00000E+00   2.00000E+00   7.25616E-02  -1.05533E-02  -8.47401E-02  -5.89959E-03  
 2.00000E+00   2.00000E+00   9.51228E-02  -5.17954E-02  -7.47103E-02  -2.02563E-02  
' igrid= 31
-3.00000E+00   2.00000E+00   1.00000E+00  -8.42031E-03  -0.00000E+00  -6.29533E-05  
-2.00000E+00   2.00000E+00   9.75200E-01  -7.02328E-02  -2.29688E-04  -4.59026E-04  
-2.00000E+00   3.00000E+00   9.75200E-01  -7.02656E-02   4.21875E-05   8.99371E-05  
-3.00000E+00   3.00000E+00   1.00000E+00  -8.41201E-03  -0.00000E+00   1.69531E-05  
' igrid= 32
-2.00000E+00   2.00000E+00   9.75200E-01  -7.02328E-02  -2.29688E-04  -4.59026E-04  
-1.00000E+00   2.00000E+00   8.40700E-01  -2.55867E-01  -1.79606E-03  -5.46082E-03  
-1.00000E+00   3.00000E+00   8.40523E-01  -2.56216E-01   2.14897E-04   6.09635E-04  
-2.00000E+00   3.00000E+00   9.75200E-01  -7.02656E-02   4.21875E-05   8.99371E-05  
' igrid= 33
-1.00000E+00   2.00000E+00   8.40700E-01  -2.55867E-01  -1.79606E-03  -5.46082E-03  
 0.00000E+00   2.00000E+00   4.80500E-01  -3.43734E-01  -1.29575E-02  -2.19959E-02  
 0.00000E+00   3.00000E+00   4.78956E-01  -3.49257E-01   8.03365E-04  -1.38804E-03  
-1.00000E+00   3.00000E+00   8.40523E-01  -2.56216E-01   2.14897E-04   6.09635E-04  
' igrid= 34
 0.00000E+00   2.00000E+00   4.80500E-01  -3.43734E-01  -1.29575E-02  -2.19959E-02  
 1.00000E+00   2.00000E+00   1.92300E-01  -1.92811E-01  -4.47219E-02  -3.27777E-02  
 1.00000E+00   3.00000E+00   1.80186E-01  -2.09722E-01  -3.36398E-03  -8.68813E-03  
 0.00000E+00   3.00000E+00   4.78956E-01  -3.49257E-01   8.03365E-04  -1.38804E-03  
' igrid= 35
 1.00000E+00   2.00000E+00   1.92300E-01  -1.92811E-01  -4.47219E-02  -3.27777E-02  
 2.00000E+00   2.00000E+00   9.51228E-02  -5.17954E-02  -7.47103E-02  -2.02563E-02  
 2.00000E+00   3.00000E+00   6.17567E-02  -6.77497E-02  -1.56786E-02  -1.05087E-02  
 1.00000E+00   3.00000E+00   1.80186E-01  -2.09722E-01  -3.36398E-03  -8.68813E-03  
' igrid= 36
 2.00000E+00   2.00000E+00   9.51228E-02  -5.17954E-02  -7.47103E-02  -2.02563E-02  
 3.00000E+00   2.00000E+00   7.25616E-02  -1.05533E-02  -8.47401E-02  -5.89959E-03  
 3.00000E+00   3.00000E+00   3.00805E-02  -1.64892E-02  -2.32099E-02  -5.33645E-03  
 2.00000E+00   3.00000E+00   6.17567E-02  -6.77497E-02  -1.56786E-02  -1.05087E-02  
